"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_step2_keyresp.rt","p_step2_keyresp.duration","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"",,,"",,,2,"green_gnome",2,5,"bright_forest","red_basket","pink_gnome",2,4,"dark_forest","yellow_basket",0,1,0,0,"","dark_forest","yellow_basket",339,1,0,17,3,71,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.602,,"space",0.016,,4,"blue_gnome",4,6,"bright_forest","red_basket","purple_gnome",4,4,"dark_forest","yellow_basket",4,0,0,1,"purple_gnome","dark_forest","yellow_basket",343,-1,2,18,0,72,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.711,,"space",0.335,,2,"green_gnome",2,5,"bright_forest","red_basket","pink_gnome",2,6,"dark_forest","yellow_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",348,1,4,18,1,73,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.598,,"space",0.564,,3,"red_gnome",3,6,"bright_forest","red_basket","yellow_gnome",3,8,"dark_forest","yellow_basket",6,0,0,1,"red_gnome","bright_forest","red_basket",354,2,-1,18,2,74,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.171,,"space",0.412,,3,"yellow_gnome",3,7,"dark_forest","yellow_basket","red_gnome",3,8,"bright_forest","red_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",362,1,0,18,3,75,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.705,,"space",0.273,,4,"blue_gnome",4,9,"bright_forest","red_basket","purple_gnome",4,7,"dark_forest","yellow_basket",7,0,0,1,"purple_gnome","dark_forest","yellow_basket",369,4,2,19,0,76,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.495,,"space",0.319,,2,"pink_gnome",2,9,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",374,2,1,19,1,77,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.696,,"space",0.312,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,8,"dark_forest","yellow_basket",7,0,0,1,"green_gnome","bright_forest","red_basket",381,0,3,19,2,78,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.54,,"space",0.291,,1,"orange_gnome",1,7,"bright_forest","red_basket","brown_gnome",1,7,"dark_forest","yellow_basket",7,0,0,1,"brown_gnome","dark_forest","yellow_basket",388,2,-1,19,3,79,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.697,,"space",0.29,,2,"green_gnome",2,9,"bright_forest","red_basket","pink_gnome",2,6,"dark_forest","yellow_basket",9,0,0,1,"green_gnome","bright_forest","red_basket",397,1,0,20,0,80,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.728,,"space",0.366,,4,"purple_gnome",4,6,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",403,0,-5,20,1,81,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.965,,"space",0.82,,4,"blue_gnome",4,8,"bright_forest","red_basket","purple_gnome",4,1,"dark_forest","yellow_basket",1,0,0,1,"purple_gnome","dark_forest","yellow_basket",404,3,-3,20,2,82,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.636,,"space",0.93,,3,"yellow_gnome",3,2,"dark_forest","yellow_basket","red_gnome",3,7,"bright_forest","red_basket",2,0,0,1,"yellow_gnome","dark_forest","yellow_basket",406,-1,3,20,3,83,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.737,,"space",0.672,,3,"red_gnome",3,6,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",5,0,0,1,"yellow_gnome","dark_forest","yellow_basket",411,-3,-2,21,0,84,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.57,,"space",0.238,,3,"yellow_gnome",3,3,"dark_forest","yellow_basket","red_gnome",3,3,"bright_forest","red_basket",3,0,0,1,"yellow_gnome","dark_forest","yellow_basket",414,1,0,21,1,85,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.528,,"space",0.294,,4,"purple_gnome",4,3,"dark_forest","yellow_basket","blue_gnome",4,4,"bright_forest","red_basket",3,0,0,1,"purple_gnome","dark_forest","yellow_basket",417,0,2,21,2,86,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.506,,"space",0.452,,4,"purple_gnome",4,5,"dark_forest","yellow_basket","blue_gnome",4,4,"bright_forest","red_basket",5,0,0,1,"purple_gnome","dark_forest","yellow_basket",422,0,1,21,3,87,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.212,,"space",0.199,,4,"blue_gnome",4,4,"bright_forest","red_basket","purple_gnome",4,6,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",428,0,-1,22,0,88,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.862,,"space",0.189,,3,"yellow_gnome",3,5,"dark_forest","yellow_basket","red_gnome",3,4,"bright_forest","red_basket",5,0,0,1,"yellow_gnome","dark_forest","yellow_basket",433,3,1,22,1,89,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.695,,"space",0.027,,3,"yellow_gnome",3,6,"dark_forest","yellow_basket","red_gnome",3,7,"bright_forest","red_basket",6,0,0,1,"yellow_gnome","dark_forest","yellow_basket",439,-1,-1,22,2,90,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.683,,"space",0.082,,1,"orange_gnome",1,6,"bright_forest","red_basket","brown_gnome",1,5,"dark_forest","yellow_basket",5,0,0,1,"brown_gnome","dark_forest","yellow_basket",444,0,-1,22,3,91,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.673,,"space",0.017,,4,"purple_gnome",4,4,"dark_forest","yellow_basket","blue_gnome",4,6,"bright_forest","red_basket",4,0,0,1,"purple_gnome","dark_forest","yellow_basket",448,1,2,23,0,92,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",677561,1,"2024-05-06_18h39.42.970","experiment","2023.2.3","Win32",119.9040767,"63468b4dc2726a47dac86511","6638ede3ddbc5fcdff14e9cd","663914d5516ab93de5ed0117","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.566,,"space",0.157,,4,"purple_gnome",4,6,"dark_forest","yellow_basket","blue_gnome",4,7,"bright_forest","red_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",454,0,-3,23,1,93,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
