stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,s,0.33,,space,0.14,,4,blue_gnome,4,8,dark_forest,red_basket,orange_gnome,4,7,bright_forest,yellow_basket,40,0,0,1,blue_gnome,dark_forest,red_basket,1716,0,-2,21,1,169,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,k,0.282,,space,0.128,,3,green_gnome,3,7,bright_forest,yellow_basket,brown_gnome,3,6,dark_forest,red_basket,6,0,0,1,brown_gnome,dark_forest,red_basket,1722,-1,-3,21,2,170,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,s,0.805,,space,0.501,0.002,1,yellow_gnome,1,6,bright_forest,yellow_basket,pink_gnome,1,3,dark_forest,red_basket,30,0,0,1,yellow_gnome,bright_forest,yellow_basket,1752,3,-3,21,3,171,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,s,0.279,,space,0.533,0.003,2,red_gnome,2,9,bright_forest,yellow_basket,purple_gnome,2,0,dark_forest,red_basket,9,0,0,1,red_gnome,bright_forest,yellow_basket,1761,-5,0,21,4,172,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,k,0.242,0.001,space,0.246,0.002,1,yellow_gnome,1,4,bright_forest,yellow_basket,pink_gnome,1,0,dark_forest,red_basket,0,0,0,1,pink_gnome,dark_forest,red_basket,1761,1,0,21,5,173,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,s,0.237,,,,,3,green_gnome,3,5,bright_forest,yellow_basket,brown_gnome,3,0,dark_forest,red_basket,0,0,1,0,green_gnome,bright_forest,yellow_basket,1761,-1,0,21,6,174,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,s,0.882,,space,1.305,0.002,3,green_gnome,3,4,bright_forest,yellow_basket,brown_gnome,3,0,dark_forest,red_basket,20,0,0,1,green_gnome,bright_forest,yellow_basket,1781,0,3,21,7,175,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,k,0.71,0.002,,,,1,pink_gnome,1,3,dark_forest,red_basket,yellow_gnome,1,4,bright_forest,yellow_basket,0,0,1,0,yellow_gnome,bright_forest,yellow_basket,1781,2,-1,22,0,176,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,1,pink_gnome,1,2,dark_forest,red_basket,yellow_gnome,1,6,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,-4,1,22,1,177,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,3,brown_gnome,3,3,dark_forest,red_basket,green_gnome,3,2,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,0,3,22,2,178,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,3,green_gnome,3,2,bright_forest,yellow_basket,brown_gnome,3,6,dark_forest,red_basket,0,1,0,0,,bright_forest,yellow_basket,1781,2,-3,22,3,179,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,4,blue_gnome,4,3,dark_forest,red_basket,orange_gnome,4,4,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,0,1,22,4,180,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,3,green_gnome,3,4,bright_forest,yellow_basket,brown_gnome,3,4,dark_forest,red_basket,0,1,0,0,,bright_forest,yellow_basket,1781,1,0,22,5,181,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,1,yellow_gnome,1,5,bright_forest,yellow_basket,pink_gnome,1,4,dark_forest,red_basket,0,1,0,0,,bright_forest,yellow_basket,1781,-3,-2,22,6,182,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,4,blue_gnome,4,2,dark_forest,red_basket,orange_gnome,4,2,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,-3,3,22,7,183,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,4,blue_gnome,4,5,dark_forest,red_basket,orange_gnome,4,1,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,-1,1,23,0,184,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,pink_gnome,1,6,dark_forest,red_basket,yellow_gnome,1,0,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,1781,-5,1,23,1,185,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,2,red_gnome,2,5,bright_forest,yellow_basket,purple_gnome,2,7,dark_forest,red_basket,0,1,0,0,,bright_forest,yellow_basket,1781,2,1,23,2,186,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,yellow_gnome,1,7,bright_forest,yellow_basket,pink_gnome,1,8,dark_forest,red_basket,0,1,0,0,,bright_forest,yellow_basket,1781,0,2,23,3,187,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,s,1.156,,,,,3,brown_gnome,3,8,dark_forest,red_basket,green_gnome,3,7,bright_forest,yellow_basket,0,0,1,0,brown_gnome,dark_forest,red_basket,1781,0,0,23,4,188,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,k,0.965,0.002,,,,2,purple_gnome,2,8,dark_forest,red_basket,red_gnome,2,7,bright_forest,yellow_basket,0,0,1,0,red_gnome,bright_forest,yellow_basket,1781,2,2,23,5,189,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,k,0.67,0.002,,,,4,orange_gnome,4,9,bright_forest,yellow_basket,blue_gnome,4,8,dark_forest,red_basket,0,0,1,0,blue_gnome,dark_forest,red_basket,1781,1,2,23,6,190,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,s,0.28,,space,0.354,0.001,3,brown_gnome,3,8,dark_forest,red_basket,green_gnome,3,8,bright_forest,yellow_basket,40,0,0,1,brown_gnome,dark_forest,red_basket,1821,-1,-3,23,7,191,6,1,space,129.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,k,0.254,0.003,space,0.421,0.002,2,red_gnome,2,7,bright_forest,yellow_basket,purple_gnome,2,5,dark_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,1826,0,2,24,0,192,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,s,0.827,,space,0.842,0.001,4,orange_gnome,4,7,bright_forest,yellow_basket,blue_gnome,4,7,dark_forest,red_basket,35,0,0,1,orange_gnome,bright_forest,yellow_basket,1861,4,0,24,1,193,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,k,0.532,,space,0.136,,2,red_gnome,2,7,bright_forest,yellow_basket,purple_gnome,2,7,dark_forest,red_basket,7,0,0,1,purple_gnome,dark_forest,red_basket,1868,-1,-1,24,2,194,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,s,0.502,,space,0.124,,4,blue_gnome,4,6,dark_forest,red_basket,orange_gnome,4,6,bright_forest,yellow_basket,30,0,0,1,blue_gnome,dark_forest,red_basket,1898,-1,-3,24,3,195,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,k,0.377,0.003,space,0.644,0.002,3,brown_gnome,3,3,dark_forest,red_basket,green_gnome,3,5,bright_forest,yellow_basket,25,0,0,1,green_gnome,bright_forest,yellow_basket,1923,-4,-2,24,4,196,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139356,001,2024-05-15_19h05.41.665,experiment,2023.2.3,Win32,19.88071571,5edec2b3e095321650bddc22,6644d17188cdfdbf31a9366d,6644f72a3555b5ae51b9960d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,s,0.343,,,,,2,purple_gnome,2,1,dark_forest,red_basket,red_gnome,2,1,bright_forest,yellow_basket,0,0,1,0,purple_gnome,dark_forest,red_basket,1923,1,0,24,5,197,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
