parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim3.png,ressources/step1_stim4.png,k,0.6391,ressources/step2_background1.png,ressources/step2_stim1.png,0.4088,1,5,3956,0,0,0,0,0,0,9,s,1,72,0,72,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim3.png,ressources/step1_stim4.png,s,0.4463,ressources/step2_background2.png,ressources/step2_stim2.png,0.2936,1,4,3960,0,0,0,0,0,0,9,s,1,73,0,73,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim8.png,k,0.671,ressources/step2_background2.png,ressources/step2_stim2.png,0.3228,5,20,3980,0,0,0,0,0,0,9,k,1,74,0,74,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim5.png,ressources/step1_stim1.png,s,0.5085,ressources/step2_background2.png,ressources/step2_stim2.png,0.7879,5,25,4005,0,0,0,0,0,0,9,k,1,75,0,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim6.png,k,0.7529,ressources/step2_background1.png,ressources/step2_stim1.png,0.3293,1,7,4012,0,0,0,0,0,0,9,k,1,76,0,76,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim8.png,s,0.6059,ressources/step2_background1.png,ressources/step2_stim1.png,0.3784,1,7,4019,0,0,0,0,0,0,9,k,1,77,0,77,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim7.png,s,0.6266,ressources/step2_background1.png,ressources/step2_stim1.png,0.1712,1,5,4024,0,0,0,0,0,0,9,s,1,78,0,78,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim7.png,k,0.723,ressources/step2_background2.png,ressources/step2_stim2.png,0.1856,1,4,4028,1,0,1,0,0,0,10,s,1,79,0,79,0,1,s,1.2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,118.3821,,space,19.6346,,k,0.4822,,,1,orange_gnome,1,9,dark_forest,red_basket,red_gnome,1,3,bright_forest,yellow_basket,0,0,1,0,red_gnome,bright_forest,yellow_basket,0,0,1,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5337,,space,1,orange_gnome,1,8,dark_forest,red_basket,red_gnome,1,3,bright_forest,yellow_basket,15,0,0,1,red_gnome,bright_forest,yellow_basket,15,0,0,0,1,1,4,1,0.3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4643,,space,2,pink_gnome,2,8,dark_forest,red_basket,blue_gnome,2,3,bright_forest,yellow_basket,8,0,0,1,pink_gnome,dark_forest,red_basket,23,2,4,0,2,2,1,1,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5831,,space,2,blue_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,6,dark_forest,red_basket,30,0,0,1,pink_gnome,dark_forest,red_basket,53,2,-1,0,3,3,5,1,0.3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4494,,space,2,pink_gnome,2,5,dark_forest,red_basket,blue_gnome,2,7,bright_forest,yellow_basket,5,0,0,1,pink_gnome,dark_forest,red_basket,58,2,1,0,4,4,1,1,0.9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7441,,,2,blue_gnome,2,9,bright_forest,yellow_basket,pink_gnome,2,6,dark_forest,red_basket,0,0,1,0,blue_gnome,bright_forest,yellow_basket,58,-1,2,0,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0516,,space,2,pink_gnome,2,8,dark_forest,red_basket,blue_gnome,2,8,bright_forest,yellow_basket,40,0,0,1,blue_gnome,bright_forest,yellow_basket,98,3,-3,0,6,6,5,1,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.694,,space,4,brown_gnome,4,7,bright_forest,yellow_basket,green_gnome,4,5,dark_forest,red_basket,25,0,0,1,green_gnome,dark_forest,red_basket,123,-3,2,0,7,7,7,1,0.6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8767,,space,1,orange_gnome,1,7,dark_forest,red_basket,red_gnome,1,4,bright_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,127,2,-1,1,0,8,0,1,0.6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.807,,space,1,red_gnome,1,6,bright_forest,yellow_basket,orange_gnome,1,6,dark_forest,red_basket,6,0,0,1,orange_gnome,dark_forest,red_basket,133,-1,2,1,1,9,0,1,0.9147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6857,,,2,pink_gnome,2,8,dark_forest,red_basket,blue_gnome,2,5,bright_forest,yellow_basket,0,0,1,0,blue_gnome,bright_forest,yellow_basket,133,1,2,1,2,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7372,,space,3,purple_gnome,3,6,bright_forest,yellow_basket,yellow_gnome,3,8,dark_forest,red_basket,40,0,0,1,yellow_gnome,dark_forest,red_basket,173,0,-2,1,3,11,6,1,0.5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.652,,space,1,red_gnome,1,6,bright_forest,yellow_basket,orange_gnome,1,6,dark_forest,red_basket,30,0,0,1,orange_gnome,dark_forest,red_basket,203,1,-5,1,4,12,4,1,1.2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5464,,space,4,green_gnome,4,1,dark_forest,red_basket,brown_gnome,4,7,bright_forest,yellow_basket,1,0,0,1,green_gnome,dark_forest,red_basket,204,-2,-1,1,5,13,3,1,0.9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8772,,space,1,orange_gnome,1,0,dark_forest,red_basket,red_gnome,1,5,bright_forest,yellow_basket,25,0,0,1,red_gnome,bright_forest,yellow_basket,229,-1,-1,1,6,14,4,1,1.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6595,,space,2,pink_gnome,2,1,dark_forest,red_basket,blue_gnome,2,4,bright_forest,yellow_basket,4,0,0,1,blue_gnome,bright_forest,yellow_basket,233,-2,2,1,7,15,1,1,0.9432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130297,001,2024-11-19_17h10.42.248,experiment,2023.2.3,Win32,59.17159763,5f5e2f5c2a36a46a00711c26,673c6e3c1bdcd7f14d4497df,673cc66c80a96cef3c1d4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5101,,,2,blue_gnome,2,2,bright_forest,yellow_basket,pink_gnome,2,3,dark_forest,red_basket,0,0,1,0,pink_gnome,dark_forest,red_basket,233,2,1,2,0,16,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
