parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,brown_gnome,2,5,dark_forest,red_basket,blue_gnome,2,8,bright_forest,yellow_basket,5,0,0,1,brown_gnome,dark_forest,red_basket,216,0,2,1,5,13,1,1,0.471,,space,0.7457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,blue_gnome,2,8,bright_forest,yellow_basket,brown_gnome,2,7,dark_forest,red_basket,8,0,0,1,blue_gnome,bright_forest,yellow_basket,224,-1,1,1,6,14,1,1,0.4301,,space,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,brown_gnome,2,8,dark_forest,red_basket,blue_gnome,2,7,bright_forest,yellow_basket,35,0,0,1,blue_gnome,bright_forest,yellow_basket,259,3,0,1,7,15,5,1,0.6417,,space,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,pink_gnome,4,8,bright_forest,yellow_basket,purple_gnome,4,8,dark_forest,red_basket,40,0,0,1,pink_gnome,bright_forest,yellow_basket,299,-3,1,2,0,16,7,1,0.4368,,space,0.6172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,red_gnome,1,9,dark_forest,red_basket,yellow_gnome,1,5,bright_forest,yellow_basket,5,0,0,1,yellow_gnome,bright_forest,yellow_basket,304,-1,2,2,1,17,0,1,0.4091,,space,0.7579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,pink_gnome,4,4,bright_forest,yellow_basket,purple_gnome,4,7,dark_forest,red_basket,20,0,0,1,pink_gnome,bright_forest,yellow_basket,324,0,2,2,2,18,7,1,0.0851,,space,0.4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,blue_gnome,2,4,bright_forest,yellow_basket,brown_gnome,2,9,dark_forest,red_basket,45,0,0,1,brown_gnome,dark_forest,red_basket,369,-2,2,2,3,19,5,1,0.4126,,space,0.4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,orange_gnome,3,2,bright_forest,yellow_basket,green_gnome,3,7,dark_forest,red_basket,2,0,0,1,orange_gnome,bright_forest,yellow_basket,371,-1,1,2,4,20,2,1,0.412,,space,0.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,pink_gnome,4,1,bright_forest,yellow_basket,purple_gnome,4,8,dark_forest,red_basket,0,0,1,0,pink_gnome,bright_forest,yellow_basket,371,-2,0,2,5,21,3,1,0.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,red_gnome,1,8,dark_forest,red_basket,yellow_gnome,1,1,bright_forest,yellow_basket,8,0,0,1,red_gnome,dark_forest,red_basket,379,-1,1,2,6,22,0,1,0.4184,,space,0.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,brown_gnome,2,9,dark_forest,red_basket,blue_gnome,2,0,bright_forest,yellow_basket,0,0,0,1,blue_gnome,bright_forest,yellow_basket,379,-2,0,2,7,23,1,1,0.36,,space,0.6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,orange_gnome,3,2,bright_forest,yellow_basket,green_gnome,3,9,dark_forest,red_basket,2,0,0,1,orange_gnome,bright_forest,yellow_basket,381,2,1,3,0,24,2,1,0.4073,,space,0.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4,pink_gnome,4,4,bright_forest,yellow_basket,purple_gnome,4,8,dark_forest,red_basket,40,0,0,1,purple_gnome,dark_forest,red_basket,421,0,3,3,1,25,7,1,0.4048,,space,0.6138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,pink_gnome,4,4,bright_forest,yellow_basket,purple_gnome,4,7,dark_forest,red_basket,4,0,0,1,pink_gnome,bright_forest,yellow_basket,425,-1,-2,3,2,26,3,1,0.413,,space,0.4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4,purple_gnome,4,5,dark_forest,red_basket,pink_gnome,4,3,bright_forest,yellow_basket,15,0,0,1,pink_gnome,bright_forest,yellow_basket,440,3,0,3,3,27,7,1,0.4276,,space,0.6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,green_gnome,3,5,dark_forest,red_basket,orange_gnome,3,6,bright_forest,yellow_basket,30,0,0,1,orange_gnome,bright_forest,yellow_basket,470,0,2,3,4,28,6,1,0.4293,,space,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,blue_gnome,2,6,bright_forest,yellow_basket,brown_gnome,2,7,dark_forest,red_basket,35,0,0,1,brown_gnome,dark_forest,red_basket,505,1,-1,3,5,29,5,1,0.6893,,space,0.6933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,brown_gnome,2,6,dark_forest,red_basket,blue_gnome,2,7,bright_forest,yellow_basket,35,0,0,1,blue_gnome,bright_forest,yellow_basket,540,-1,1,3,6,30,5,1,0.5326,,space,0.7628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,blue_gnome,2,6,bright_forest,yellow_basket,brown_gnome,2,7,dark_forest,red_basket,6,0,0,1,blue_gnome,bright_forest,yellow_basket,546,-1,2,3,7,31,1,1,0.3477,,space,0.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,blue_gnome,2,5,bright_forest,yellow_basket,brown_gnome,2,9,dark_forest,red_basket,45,0,0,1,brown_gnome,dark_forest,red_basket,591,1,-2,4,0,32,5,1,0.5981,,space,0.4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,pink_gnome,4,6,bright_forest,yellow_basket,purple_gnome,4,7,dark_forest,red_basket,6,0,0,1,pink_gnome,bright_forest,yellow_basket,597,0,-3,4,1,33,3,1,0.3642,,space,0.5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,purple_gnome,4,4,dark_forest,red_basket,pink_gnome,4,6,bright_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,red_basket,601,-5,3,4,2,34,3,1,0.5969,,space,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4,pink_gnome,4,1,bright_forest,yellow_basket,purple_gnome,4,7,dark_forest,red_basket,35,0,0,1,purple_gnome,dark_forest,red_basket,636,-1,3,4,3,35,7,1,0.3683,,space,0.4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,purple_gnome,4,8,dark_forest,red_basket,pink_gnome,4,0,bright_forest,yellow_basket,8,0,0,1,purple_gnome,dark_forest,red_basket,644,0,0,4,4,36,3,1,0.4821,,space,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595644,001,2024-10-17_17h16.38.018,experiment,2023.2.3,Win32,59.88023952,5fbaab3a72702f86dacb4152,670fc38c867fc5641e4771c6,67113809727d56035ea35327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,orange_gnome,3,0,bright_forest,yellow_basket,green_gnome,3,8,dark_forest,red_basket,40,0,0,1,green_gnome,dark_forest,red_basket,684,-2,3,4,5,37,6,1,0.5133,,space,0.7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
